@RELATION Edge_16
@ATTRIBUTE a0 NUMERIC
@ATTRIBUTE a1 NUMERIC
@ATTRIBUTE a2 NUMERIC
@ATTRIBUTE a3 NUMERIC
@ATTRIBUTE a4 NUMERIC
@ATTRIBUTE a5 NUMERIC
@ATTRIBUTE a6 NUMERIC
@ATTRIBUTE a7 NUMERIC
@ATTRIBUTE a8 NUMERIC
@ATTRIBUTE a9 NUMERIC
@ATTRIBUTE a10 NUMERIC
@ATTRIBUTE a11 NUMERIC
@ATTRIBUTE a12 NUMERIC
@ATTRIBUTE a13 NUMERIC
@ATTRIBUTE a14 NUMERIC
@ATTRIBUTE a15 NUMERIC
@ATTRIBUTE class {207,0,154,164,118,172,184,190,203,108,127,152,13,61,155,192,173,37,109,58,125,7,63,186,112,157,168,123,89,174,88,153,117,166,195,94,90,133,151,130,113,150,64,161,126,87,11,17,10,121,171,85,19,177,159,66,65,60,140,95,197,187,12,158,1,92,129,59,180,208,26,175,178,194,181,3,25,62,170,8,185,110,179,160,165,93,107,199,114,169,128,135,14,162,16,134,124,18,206,163,81,132,111,205,188,91,198,5,139,102,84,131,204,9,119,193,202,247,338,346,209,213,353,334,337,254,292,289,336,349,232,294,325,351,347,230,355,216,320,301,282,283,348,297,272,343,212,357,352,385,386,287,332,276,354,340,341,237,211,234,333,242,278,273,335,339,217,330,248,344,256,215,345,329,280,231,350,239,324,285,315,233,286,298,383,293,243,379,295,241,387,288,210,240,259,364,279,214,384,296,291,342,281,300,299,246,274,235,328,356,250,275,380,277,382,321,449,551,498,587,391,553,550,670,585,409,588,545,552,415,482,634,408,405,513,514,671,481,451,584,567,497,484,527,414,548,453,549,445,599,635,448,563,456,389,561,586,480,559,488,582,555,494,577,493,547,442,544,454,420,439,562,598,452,455,546,492,560,583,388,447,390,658,444,443,403,450,393,486,490,496,483,446,392,489,491,542,394,495,458,487}
@DATA
7.0281,8.9512,10.4283,7.6805,5.8575,7.8637,4.0943,2.1457,3.8205,2.1633,2.4446,10.3544,3.9645,11.0252,6.3567,5.8213,341
9.1384,10.6631,10.6267,6.4223,4.6257,5.5559,2.9336,1.6596,3.7488,1.9055,2.2103,12.1926,3.3456,12.4632,6.4986,6.01,209
8.0783,8.8772,8.4373,6.0847,3.7683,6.1371,3.9164,3.4535,7.04,3.9793,3.544,10.6366,2.6208,11.1069,5.7692,6.5503,277
10.0713,10.228,9.9839,6.0856,4.4389,5.957,2.9861,1.3041,3.0578,1.1298,1.5073,14.4961,3.3604,14.67,5.6236,5.1002,336
10.5627,13.8004,14.5957,8.426,5.9547,6.3845,2.9182,0.7664,2.0035,0.7762,1.0582,11.0109,2.9512,10.6033,4.2739,3.9142,356
10.4376,14.8704,17.6911,11.3396,8.688,8.9469,4.12,0.7016,1.4626,0.4724,0.4727,6.7139,1.4476,6.9675,2.807,2.8612,346
11.5072,11.2684,10.1888,5.7989,4.0731,4.9333,2.4927,1.0853,2.7285,1.1205,1.5517,14.612,3.1528,14.1656,6.2465,5.0746,289
6.5413,12.1565,16.5753,11.7475,9.712,9.5387,4.7522,1.0475,1.7402,1.0069,1.2309,7.6967,3.3959,7.201,2.7532,2.9042,208
9.3555,10.0293,9.0887,5.3366,3.663,5.0827,2.7557,1.9108,4.6355,2.0165,2.2039,13.6646,3.0588,14.2057,6.4502,6.5426,329
8.777,9.4968,8.847,5.957,3.68,5.783,3.8131,3.4512,6.5762,3.4766,3.11,10.6136,2.8634,10.8435,6.1372,6.5741,321
10.2281,14.4969,17.2254,10.9524,8.3691,8.5733,3.9302,0.6514,1.412,0.4705,0.5261,7.7443,2.0578,7.6418,2.8247,2.896,346
9.7933,9.1615,8.1355,4.8712,2.6393,4.3024,3.0495,2.8661,6.045,2.9535,3.019,13.8784,3.2296,13.0042,6.5507,6.5009,383
6.6763,8.2639,8.9536,6.5275,4.9471,7.0122,3.7817,2.6913,5.0726,2.7385,2.9698,10.8245,3.7737,11.365,7.1452,7.2571,243
8.207,9.1659,9.0811,6.3894,4.6244,6.2206,4.0699,3.57,6.4654,3.3129,2.9515,9.3672,2.863,10.1201,6.399,7.1926,334
7.4062,9.7867,11.2809,7.6908,5.9031,6.7715,3.6645,1.8894,3.6719,2.2379,2.6169,10.3864,3.7042,10.7065,6.3615,5.9215,352
7.7837,8.5784,8.3554,5.5094,3.7754,5.6693,3.0285,2.1423,5.1777,2.2912,2.5208,13.2324,3.5772,14.4646,6.7537,7.1401,274
8.599,9.3442,8.9176,5.9304,3.9892,5.745,3.4711,3.0757,6.1424,3.1788,2.9693,10.8404,3.0363,10.9978,6.6268,7.1362,343
6.6425,8.5693,9.7276,6.9988,5.158,7.1115,3.5122,1.9292,4.2949,2.5184,2.8106,11.3111,4.0607,11.4753,6.9568,6.9232,382
9.6149,10.1364,9.1157,5.2051,3.3161,4.8162,2.4054,1.2785,3.8666,1.4852,1.8874,16.0844,3.1502,15.4353,5.9639,6.2389,342
13.2894,12.3303,9.543,4.7526,3.0888,4.0067,2.1759,1.3461,3.3091,1.4064,1.6379,14.922,2.6734,13.1155,6.301,6.102,348
7.8735,11.1765,12.8549,8.1786,6.0681,7.0266,3.2992,1.2108,2.7012,1.3831,1.8155,11.1538,3.8194,11.2059,5.4286,4.8044,344
7.8882,9.1041,9.4033,6.7418,4.6775,7.8289,3.3308,1.756,3.8971,1.5205,1.9093,12.1516,4.108,13.2591,6.2692,6.1547,203
7.8739,9.3031,9.6664,6.1122,4.4263,5.6717,2.8715,1.4861,3.6719,1.7777,2.3102,13.126,3.8999,14.0371,6.9452,6.8208,340
10.0903,10.6138,9.3923,5.7807,3.5734,4.9135,3.0928,2.9582,5.8842,2.7767,2.7144,10.3541,2.903,10.9123,6.8307,7.2096,349
6.3943,9.3822,11.9295,8.791,7.2867,7.5111,4.4004,2.808,4.7782,3.2104,2.9123,7.4381,3.4685,7.5948,6.04,6.0545,345
8.7249,9.4329,8.8658,5.8278,3.8924,5.5957,3.331,2.97,6.143,3.062,2.9008,11.0855,3.0773,11.3376,6.629,7.1243,343
8.3496,9.4385,9.4148,5.791,4.0387,5.3666,2.697,1.3901,3.569,1.5633,2.1262,13.5314,3.8502,14.8072,6.9853,7.0811,340
10.8499,12.8235,12.3832,6.549,4.3774,4.669,2.2832,1.0236,2.9634,1.3755,1.652,12.9436,2.9149,12.5684,5.7548,4.8685,355
6.3946,8.0473,8.7966,6.5325,4.9643,6.947,3.8438,2.8615,5.5464,3.0285,3.0589,10.6174,3.6002,11.0011,7.2039,7.556,233
9.042,9.4304,8.5578,5.5533,3.3572,5.3251,3.5792,3.2849,6.405,3.49,3.3148,11.4217,3.0575,11.3736,6.1995,6.6078,276
9.296,9.9468,9.2742,5.6559,3.9657,5.2333,3.0775,2.4106,5.115,2.3881,2.4198,12.2986,2.8927,12.8527,6.5391,6.6338,339
5.297,7.3826,9.1266,6.9872,5.5239,7.6467,3.3499,1.173,2.9253,1.5381,2.5966,13.1902,4.7216,14.249,7.4629,6.8294,272
10.4461,9.9205,8.5382,4.9243,2.7882,4.4757,2.6941,2.3015,5.2156,2.4811,2.5429,14.3751,2.8753,13.4518,6.3801,6.5894,321
8.9305,9.6223,9.0926,5.784,4.0854,5.5018,3.1874,2.5426,5.5018,2.7063,2.6252,11.5261,2.9029,12.0355,6.7762,7.1794,339
9.8971,9.3672,8.093,4.6618,2.6495,4.237,2.6005,2.3248,5.2659,2.6204,2.769,15.7014,3.1637,13.6224,6.4003,6.626,288
11.343,11.0456,10.0818,5.7819,4.122,4.9388,2.5127,1.0611,2.6358,1.0946,1.5064,14.7987,3.1118,14.4941,6.4449,5.0268,289
6.8399,8.9401,10.0516,7.0947,5.4382,6.8235,3.7719,2.4304,4.7594,2.7514,2.8573,10.5122,3.7112,10.7163,6.687,6.6151,338
7.4898,8.5983,8.7312,6.2358,4.7517,6.6297,3.9784,3.1475,5.8482,2.7519,2.7083,11.3518,3.0139,11.6714,6.3535,6.7388,242
6.4075,9.4417,12.0423,8.8095,7.2525,7.3544,4.287,2.7628,4.8787,3.2723,2.9113,7.3749,3.3893,7.5364,6.1573,6.1221,345
10.5886,10.745,9.4452,5.1769,3.3531,4.7187,2.3753,1.155,3.4102,1.2489,1.6698,16.2599,2.8533,15.0991,5.8166,6.0844,342
10.0439,11.8233,11.8886,6.9296,4.8277,5.9949,2.8139,1.072,2.7778,0.8456,1.1791,13.4447,3.2088,13.3562,4.9978,4.7962,300
8.1019,9.0449,8.608,5.8679,3.9636,5.6935,3.3119,2.9255,6.2832,2.7884,2.6246,11.7231,2.8677,12.2805,6.5919,7.3234,384
10.0583,10.1772,9.9135,5.9719,4.2845,5.8189,2.891,1.2789,2.9797,1.1293,1.5249,15.0419,3.3365,14.7998,5.642,5.1519,336
8.0238,9.0671,9.2234,6.959,5.1789,6.9278,4.713,4.2087,6.4462,3.4984,3.0991,8.132,2.8351,8.289,6.3373,7.0613,239
7.5404,8.7187,8.9698,6.0297,4.442,6.1172,3.126,2.0096,4.396,2.0838,2.3546,12.3475,3.5727,13.6605,7.346,7.2855,335
6.7798,8.9731,10.5318,7.5949,5.9844,7.2511,4.0891,2.6647,4.904,3.0602,2.9897,9.1682,3.4968,9.3482,6.582,6.582,206
7.6321,9.7549,11.2182,7.8632,6.0168,7.5407,3.8699,1.7047,3.3592,1.8933,2.186,10.6411,3.9129,11.0131,5.9451,5.4488,341
13.1136,11.8565,9.0592,4.5353,2.8804,3.9319,2.1152,1.4158,3.594,1.502,1.7647,15.2335,2.6938,13.6819,6.3603,6.2618,348
7.8218,8.7168,8.8679,5.9946,4.3094,6.2289,3.2396,2.068,4.5013,2.1074,2.4573,12.9618,3.4884,13.7721,6.7379,6.7267,273
7.6236,9.107,9.1915,6.2852,4.2886,6.2422,3.2392,1.8299,4.704,2.1732,2.4249,13.6879,3.1653,14.048,5.7499,6.2397,333
7.8571,8.9595,8.7327,6.8971,4.7728,7.0234,4.9724,4.741,7.8882,3.7637,2.9999,8.4979,2.2849,9.1455,5.2002,6.2635,210
8.0316,8.8035,8.3323,6.3523,4.0958,6.802,4.9631,4.5732,7.6631,4.2541,3.5254,9.4486,2.595,9.3303,5.2816,5.948,275
11.555,12.5899,12.2294,7.487,5.0952,6.9805,2.9498,0.5949,1.6908,0.5042,0.9423,11.3871,4.0223,12.3735,5.1844,4.4139,298
7.2691,9.4668,10.8945,7.4715,5.8096,6.8962,3.6012,1.6793,3.6284,2.3114,2.6127,10.7137,3.797,10.8971,6.704,6.2476,387
9.6797,11.4682,11.8105,7.24,5.1706,6.5044,3.391,1.9272,3.6755,1.6492,1.7763,11.032,2.9977,11.1747,5.2982,5.2048,193
8.991,9.5723,8.9617,5.4866,3.5816,5.1864,2.926,2.1918,4.9917,2.4332,2.6128,13.1935,3.1063,13.5464,6.4273,6.7914,325
9.5479,9.7759,8.9438,5.5085,3.5604,5.1458,3.2028,2.8173,5.8379,2.8342,2.7217,11.5703,2.9937,12.0639,6.5823,6.8937,291
15.7915,13.8486,9.1719,3.9785,2.6005,3.3712,1.724,1.0326,2.8742,1.0234,1.2407,15.5557,2.1474,12.9588,5.9279,6.7532,294
17.1368,14.8039,9.65,3.8206,2.2362,2.6142,1.3984,1.051,2.6277,1.0124,1.1685,15.6086,2.1111,11.977,6.1895,6.5941,292
7.6324,8.7638,8.9861,6.0524,4.4531,6.0527,3.1842,2.1731,4.8354,2.3909,2.6543,12.0195,3.4206,12.8242,7.1632,7.3941,335
12.8918,11.8176,9.1993,4.5983,2.9611,3.9024,2.1446,1.4636,3.6453,1.5845,1.8181,14.935,2.7174,13.4561,6.5493,6.3157,348
8.0172,11.0738,12.5266,8.0185,5.9903,6.8767,3.3943,1.4638,3.029,1.629,1.991,10.9046,3.8165,10.8544,5.4967,4.9177,344
10.9785,11.9028,11.4134,7.0435,4.7027,6.5888,2.7196,0.6201,1.8523,0.664,1.3107,12.0441,4.1459,13.1029,5.9122,4.9984,298
7.9384,9.921,10.7903,7.1656,5.4069,6.5328,3.697,2.5259,5.0352,2.9789,2.8448,9.2022,3.2699,9.4705,6.4934,6.7272,350
8.2362,8.0894,6.9539,4.6924,2.6867,5.0033,3.3056,2.9395,6.1607,3.0904,3.2811,16.9405,2.9834,14.0265,5.4976,6.1125,337
7.3345,8.7931,9.2675,7.1274,5.4449,7.349,4.7142,4.2087,6.5603,3.4248,3.0642,8.4201,2.6665,8.3902,6.1773,7.0572,449
8.136,9.982,10.7942,7.3747,5.7336,6.5514,3.9682,2.9517,5.2985,3.3532,3.0008,7.948,3.0766,8.3419,6.6557,6.8333,551
11.0652,9.6201,7.9698,4.4057,2.7625,3.9712,2.3843,2.0268,4.5705,2.1,2.2397,16.1147,2.8815,14.6053,6.9588,6.324,498
10.8881,9.5773,8.0469,4.5403,2.8783,4.0813,2.5245,2.2449,4.7295,2.2852,2.3532,15.5427,2.9189,14.2885,6.8287,6.2716,498
8.6039,9.1805,8.6328,5.6858,3.8567,5.5542,3.3451,2.8665,6.0014,2.9447,2.8142,11.5002,3.0756,12.184,6.7063,7.0481,587
7.1417,9.6796,11.0471,7.3187,5.5233,6.5419,3.4392,1.6863,3.8284,2.4561,2.8272,10.8754,3.8316,10.8893,6.7251,6.1892,391
7.9835,9.5553,10.282,7.2862,5.7098,6.9152,4.3391,3.3719,5.5289,3.4446,3.0319,7.8831,2.9664,8.1537,6.5584,6.9901,551
6.9242,8.4296,9.421,7.1387,5.5758,7.3777,4.297,3.1979,5.6606,3.3134,3.0464,9.2569,2.9827,9.3935,6.6944,7.2902,553
7.78,9.2669,9.4973,6.1686,4.3017,5.7678,3.1265,2.1615,5.0773,2.5348,2.6663,12.1928,3.2167,12.6592,6.6367,6.9459,550
6.4593,7.8168,8.4636,6.3797,4.8242,6.8987,3.8806,2.9641,5.8671,2.9419,2.8779,10.9213,3.1411,11.7283,7.0292,7.806,670
7.5987,8.5946,8.4134,5.7127,3.9008,5.8909,3.4782,2.7276,5.7992,2.7973,2.7021,12.7418,2.8345,13.2331,6.4171,7.1579,585
6.5996,8.0128,8.2501,5.8975,4.2628,6.2566,3.1604,2.3875,5.9009,2.8532,2.8915,12.0847,3.4344,12.6554,7.2875,8.0651,409
8.2169,9.2269,9.0638,5.9701,4.1429,5.7398,3.3316,2.6383,5.6744,2.8623,2.7652,11.5469,2.9181,12.1727,6.6045,7.1253,588
7.4748,7.7385,7.2539,5.0075,3.161,5.3357,3.2073,2.4987,5.4796,2.6061,2.8912,16.6076,3.2598,14.9528,5.9621,6.5633,545
9.146,9.0304,8.3862,5.1552,3.0749,4.7214,2.566,1.938,5.3213,2.5772,2.8467,13.9743,3.2218,14.3687,6.6722,6.9999,552
7.873,10.2736,11.2206,7.3024,5.4313,6.3886,3.3819,2.0629,4.1838,2.364,2.5132,10.2465,3.3901,10.6148,6.5291,6.2245,415
8.444,9.6093,9.8777,7.1609,5.4301,7.1775,4.7685,3.948,6.0199,3.5901,2.9955,7.3543,2.2917,7.5416,6.441,7.3499,482
8.3272,10.3504,10.899,7.0034,5.2107,6.221,3.3687,2.2087,4.4728,2.4829,2.525,10.1458,3.233,10.5229,6.6355,6.3932,415
8.4624,11.6702,13.2283,8.5372,6.5549,7.2581,3.669,1.2187,2.4091,1.3476,1.8025,10.1569,3.8777,9.9904,5.095,4.722,634
8.4413,9.1931,8.7386,5.9525,3.9568,5.835,3.7686,3.437,6.7041,3.3444,3.0369,10.0071,3.0354,10.8749,6.5195,7.1548,408
8.2918,9.9804,10.6575,7.5729,6.0317,6.8479,4.4541,3.5947,5.6675,3.6434,3.0264,6.9632,2.7138,7.3458,6.3331,6.8759,551
9.9901,9.7584,8.7276,5.3285,3.3557,4.9483,3.0207,2.5467,5.5732,2.7948,2.7081,12.9972,2.7249,12.6357,6.2912,6.5988,405
7.0405,8.3028,8.6507,6.3437,4.6908,6.7146,3.8532,3.1696,6.0857,3.0366,2.8583,10.9251,2.9722,11.0994,6.761,7.4957,513
9.6875,9.9796,9.4031,5.6124,3.9183,5.3438,2.5907,1.2283,3.4014,1.3224,1.6447,14.4926,3.2927,15.6191,6.4308,6.0325,514
10.1634,10.867,9.9434,5.9294,3.9829,5.1905,3.1043,2.6237,5.6104,2.8849,2.5864,10.4119,2.5626,10.9548,6.3705,6.8139,671
7.6598,9.0818,9.4461,6.1529,4.4005,5.8287,3.0852,1.8045,4.2694,2.0977,2.5221,13.2773,3.5846,13.5053,6.6283,6.6559,550
7.4842,8.6985,8.6952,5.8414,3.9703,5.8689,3.326,2.731,6.1553,2.8908,2.8064,11.6178,3.1196,12.6136,6.7059,7.4753,481
6.8542,8.0298,8.6347,6.2307,4.5674,7.1479,2.9622,1.4382,3.6266,1.7035,2.3415,12.9457,4.2159,14.4961,7.5889,7.2165,451
9.1054,8.9065,8.3131,5.0804,3.2519,4.7901,2.5865,1.684,4.6108,2.1096,2.4788,15.003,3.1642,15.3869,6.6721,6.8567,552
8.8498,9.6724,9.6048,6.4216,4.7182,6.5396,3.9954,3.3789,5.4682,2.7519,2.6775,10.1108,3.3629,10.3841,6.0538,6.0102,584
8.513,11.0298,12.1707,7.9872,6.1554,7.066,3.635,1.4388,2.7776,1.6164,2.0758,10.4099,3.8153,10.3764,5.6942,5.2383,634
13.1565,14.4329,13.1053,6.7494,4.4753,5.1891,2.4478,0.8302,2.4227,0.6941,0.8129,12.4444,2.3688,11.7106,4.6843,4.4756,567
9.3978,11.7626,12.7973,8.4087,6.4687,7.4608,3.8088,1.3251,2.4896,1.2756,1.5856,9.9474,3.8442,9.8583,4.8892,4.6803,634
13.9922,12.7446,10.1588,5.5124,3.7771,4.7633,2.3058,0.8728,2.5988,0.7697,0.8983,12.4609,2.5099,13.6424,6.5362,6.4568,497
13.0465,14.0861,12.8453,6.7692,4.5316,5.2947,2.5235,0.8725,2.4776,0.7688,0.9037,12.3634,2.4205,11.7577,4.8776,4.4613,567
9.2769,9.2304,8.4667,5.1831,3.1362,4.7944,2.6148,1.9313,5.1831,2.4843,2.7198,13.9968,3.1215,14.4948,6.5384,6.8275,552
8.5375,9.4377,9.057,6.2478,4.2079,6.1374,4.0193,3.7585,6.6378,3.1759,2.8444,9.7411,2.6998,10.0556,6.3134,7.1289,484
7.6684,9.435,10.0948,6.7678,4.9892,6.3685,3.3493,2.0183,4.4443,2.5764,2.7867,11.1059,3.5071,11.173,6.8739,6.8415,527
10.4872,11.4695,10.5202,5.7717,3.9074,4.9337,2.3397,1.1048,3.2446,1.3513,1.8299,13.8124,3.0598,13.821,6.179,6.1679,414
8.4102,9.3027,9.1093,6.2635,4.5008,6.1875,3.971,3.6414,6.3751,3.1286,2.8895,9.7813,2.8602,10.1904,6.3641,7.0244,548
10.1043,9.09,7.9011,4.7392,2.9852,4.42,2.8139,2.5022,5.1168,2.5261,2.5957,14.9974,2.9585,13.9383,6.8431,6.4684,498
7.6344,8.8675,8.859,6.1354,4.389,6.2974,3.7504,3.1163,6.1465,3.0695,2.861,11.0449,2.8699,11.4677,6.4504,7.0406,453
5.8084,7.6856,8.9998,6.6018,5.0322,6.9502,3.4511,1.8672,4.5943,2.4191,2.8459,12.5074,3.8306,12.746,7.1422,7.5182,549
9.4382,11.242,11.2305,6.479,4.5272,5.6497,2.7783,1.4683,3.3985,1.4832,1.9081,12.2769,3.5677,12.6059,6.1437,5.8029,445
7.4052,8.7828,8.8118,5.9774,4.0618,6.0006,3.414,2.8895,6.261,2.9928,2.8677,11.1232,3.0725,12.0524,6.761,7.5262,481
9.6996,10.1307,9.4898,5.8369,3.8038,5.3295,3.3824,2.8653,5.939,3.1481,2.8656,10.0953,2.9049,10.8354,6.6856,6.9879,599
5.9492,7.9129,9.2656,6.6582,4.9671,6.9839,3.2553,1.5486,3.9083,2.0156,2.6869,12.9545,4.108,13.301,7.1767,7.3084,549
7.9055,9.7358,10.6647,7.4196,5.8378,6.7797,4.0848,2.9722,5.2105,3.3394,2.9588,8.072,3.1005,8.377,6.6285,6.9133,551
8.6487,9.784,9.675,6.1653,4.5211,5.9479,3.1588,1.9891,4.1814,1.9783,2.2517,12.4959,3.394,12.9258,6.5484,6.3347,635
9.9314,9.549,8.5207,4.9111,3.0053,4.5579,2.5548,1.9389,4.8299,2.3124,2.4955,14.3604,2.9579,14.2804,6.7134,7.0811,448
6.534,8.2274,9.3966,6.921,5.3442,7.0425,3.6791,2.1684,4.6663,2.7028,2.8618,11.1026,3.5502,11.4794,7.1171,7.2066,563
8.0233,9.0085,8.9246,6.0567,4.2595,5.9576,3.6013,2.9074,5.9614,2.9823,2.8274,11.2737,2.8267,11.9201,6.4658,7.0038,588
7.1715,9.5972,11.146,7.78,6.0592,7.5158,3.7957,1.9342,3.534,1.991,2.2868,10.5865,3.8649,11.0599,6.1787,5.4986,456
8.922,9.0655,8.3133,5.3977,3.3803,5.3519,3.3239,2.7925,6.306,3.0516,2.8572,12.7392,2.7243,13.1287,6.0687,6.5772,389
7.7666,8.1072,7.3699,4.9874,3.2104,5.2277,3.1592,2.8055,6.8018,2.8807,2.8871,13.6763,3.0045,14.9648,6.1042,7.0468,561
7.6173,8.4877,8.2528,5.6635,3.8233,5.8781,3.3869,2.6239,5.693,2.6945,2.6744,13.3826,2.844,13.4755,6.3433,7.1593,585
6.8781,9.1895,10.7869,7.6891,5.9843,7.5088,3.8515,1.9664,3.713,2.1145,2.4502,10.6611,3.8269,11.1504,6.4643,5.7648,456
6.824,8.1956,8.7239,6.4728,4.7977,6.7374,3.8134,2.9153,5.7624,2.934,2.87,10.8503,3.1552,11.4309,6.9534,7.5638,670
8.0872,9.002,8.9233,5.9385,4.3703,6.0375,3.3185,2.2029,4.4791,2.1684,2.4552,12.6443,3.4572,13.2115,6.795,6.9092,635
7.049,8.6378,9.548,6.6719,5.1156,6.8485,3.4575,1.73,3.8497,1.9969,2.4065,12.6058,3.7104,12.9896,6.67,6.7128,586
6.6997,8.0257,8.5574,6.3528,4.7631,6.7687,3.7819,2.9147,5.8111,2.8905,2.7854,10.9995,3.1476,11.736,7.0135,7.7523,670
7.2617,8.7964,9.0376,6.2254,4.4792,6.4107,3.5536,2.8409,5.7059,2.8728,2.8057,10.9121,3.1066,11.7214,6.8849,7.3853,480
9.0118,9.7009,9.4679,6.3945,4.7292,6.5209,4.1257,3.6309,5.6927,2.8856,2.7555,9.9028,3.2353,10.1533,5.9395,5.8534,584
10.1468,10.9161,10.2134,5.8404,4.0284,4.8557,2.6922,1.7239,4.0915,1.9537,2.1201,12.694,2.9358,13.0437,6.4654,6.2792,559
7.8898,8.9991,8.5018,5.9203,3.4403,6.1027,3.6596,3.0976,6.7797,3.3663,3.0464,11.8304,2.9467,12.0065,5.9035,6.5092,488
8.1168,9.1002,8.4449,5.9035,3.3957,6.1814,3.8222,3.3782,6.8902,3.5614,3.1299,11.4252,2.8633,11.4564,5.9001,6.4308,488
6.4383,7.6635,7.9166,5.8777,4.1507,6.4764,3.7603,2.866,5.8292,2.7518,2.8519,12.7245,3.0211,13.499,6.5796,7.5935,585
8.4909,9.4411,9.2212,6.4346,4.649,6.3155,4.1545,3.8076,6.5687,3.188,2.8297,9.453,2.6122,9.7179,6.1659,6.9502,548
14.7207,13.4615,10.7259,5.6741,3.9011,4.8381,2.3232,0.8152,2.3635,0.6773,0.7644,11.6881,2.3232,13.0127,6.4962,6.2148,497
6.3618,8.2482,9.1675,6.9066,5.1238,7.1376,3.9794,2.9512,5.6627,2.9787,2.9104,10.9071,3.058,10.5236,6.6672,7.4162,549
8.8147,8.9603,8.2312,5.1341,3.2696,4.8553,2.7095,2.1435,5.4454,2.4645,2.5057,13.7126,3.1415,14.5853,6.8261,7.2006,582
5.8126,8.6853,10.9574,7.9754,6.3028,7.5041,3.7451,1.5836,3.2512,2.0691,2.611,11.1939,4.2248,11.4691,6.6653,5.9495,555
7.2768,9.1754,10.438,7.3406,5.6394,6.7907,3.8662,2.4892,4.9619,3.0234,2.9166,9.5642,3.1783,9.8735,6.6698,6.796,315
7.1132,9.0647,10.327,7.3449,5.758,7.2152,3.8889,2.4185,4.4383,2.4469,2.6242,10.3858,3.5214,10.7852,6.5373,6.1306,456
9.5993,9.954,9.0132,5.3437,3.4854,4.9631,2.8062,2.0638,4.8533,2.1944,2.3948,13.5178,2.954,13.8625,6.368,6.6266,494
7.1233,8.439,8.8179,6.6307,4.957,6.9715,4.1864,3.5646,6.3647,3.1792,2.8875,10.1568,2.7199,10.2216,6.4435,7.3363,513
6.7501,8.0776,8.4889,6.3738,4.6936,6.7377,3.9684,3.2597,6.2035,3.092,2.91,10.6449,3.0011,11.3071,6.8107,7.6809,670
12.0836,14.4297,14.9222,8.9628,6.5324,7.8805,3.3161,0.7289,1.7041,0.4643,0.54,9.0754,2.1783,9.3483,3.9055,3.9279,577
8.4472,10.2351,10.6651,6.9354,5.218,6.2369,3.4233,2.3173,4.5823,2.5831,2.5407,10.0632,3.1017,10.4655,6.6837,6.5013,415
9.2038,9.5293,8.8012,5.6113,3.5219,5.2298,3.0415,2.3361,5.5632,2.7546,2.6804,12.7428,2.8277,13.1493,6.2808,6.7263,493
8.5608,9.5384,9.1986,6.3403,4.4598,6.1539,4.101,3.8364,6.6814,3.2058,2.8252,9.7543,2.6806,10.0059,5.9959,6.6616,548
8.6446,11.6279,12.889,8.1111,6.0318,6.9077,3.4473,1.4522,2.8613,1.4655,1.8215,10.5957,3.5105,10.4934,5.1597,4.9808,547
6.705,8.0847,8.7114,6.6442,5.0897,7.0862,4.1775,3.2639,5.8447,3.1074,2.9377,10.2289,3.0671,10.7594,6.8099,7.4825,670
9.8707,12.3551,12.8336,7.9499,5.8529,6.9452,3.377,1.2027,2.5133,1.1941,1.4844,10.5594,3.7379,10.401,5.0042,4.7185,634
10.2076,11.1143,10.2666,6.0716,4.1412,5.1625,3.0467,2.6172,5.5591,2.8212,2.51,9.8822,2.5298,10.7297,6.452,6.8882,671
7.7626,8.4809,8.3621,5.5677,3.9366,5.7498,3.1534,2.2907,5.226,2.2635,2.5176,13.4786,3.2177,14.4694,6.6249,6.8985,364
9.9299,10.1411,9.3789,5.7075,3.707,5.2774,3.293,2.7464,5.7322,2.9237,2.7283,10.5645,2.9005,11.2675,6.7065,6.9954,599
7.814,8.9224,8.8675,5.9852,4.2434,6.104,3.4001,2.8359,5.6641,2.8107,2.8289,11.0678,3.4955,11.893,6.9392,7.1283,442
7.4627,8.8566,9.4715,6.4883,4.8504,6.5806,3.4585,2.3327,4.4596,2.3435,2.6413,11.3707,3.5824,12.2537,7.0314,6.8161,544
8.7036,9.5693,9.5417,6.3294,4.5829,6.4837,3.8524,3.0619,5.2152,2.5451,2.5702,10.6732,3.4786,11.0872,6.1987,6.1069,584
7.9322,8.8112,8.4714,5.7435,3.7972,5.6025,3.2558,2.7121,6.2087,2.8399,2.6644,12.5315,2.8781,13.098,6.4295,7.024,384
7.6085,9.1435,10.0575,7.2227,5.6335,6.9937,4.2256,3.1649,5.3755,3.4046,3.0914,8.4366,3.1997,8.6028,6.7368,7.1027,551
6.8485,8.1035,8.3023,5.9953,4.2951,6.2556,3.613,3.1529,6.4265,3.0326,3.0577,11.1783,3.3842,11.5443,7.0293,7.7809,454
6.5195,9.124,11.095,7.9127,6.4535,7.3274,4.0914,2.0402,3.7708,2.6515,2.9609,9.769,3.8527,9.831,6.5968,6.0037,420
7.1739,8.29,8.4018,5.9406,4.3258,6.2896,3.5406,2.972,5.9618,2.8593,2.9294,11.4616,3.2862,11.7936,7.0547,7.7191,454
7.5221,9.1044,9.811,6.9112,5.184,6.9164,3.7827,2.4584,4.7676,2.9556,3.0063,10.0268,3.2979,10.0375,6.9624,7.2558,482
7.448,8.5412,8.4601,5.7852,3.7908,5.7524,3.2599,2.6292,6.0781,2.9288,2.9552,12.4575,3.1678,13.2047,6.4731,7.068,439
